original_row_idx,model,full_context_score,target_only_score,full_context_endorse,target_only_endorse,difference,conversation_hash,message_hash
274,gpt-5.4-mini-2026-03-17,0,0,0,0,0,85bcd2537b79118f6c44cafee0a7fa72aecffb545b8ac6645fd77e95e9496ffd,33a8cb3e9b6bf92df57fb9957077a09726955d8634e443e73c54f3c871916e98
275,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5aec362c6d9d9d85ca29db0e1d8ab4c3f8929d7e1eec5a1a446cb33e97077cd8,0b478848e5ed547279c61d0dffd4627f33ee090f02055993ec457f8f795a4dd0
277,gpt-5.4-mini-2026-03-17,0,0,0,0,0,99af842974d88b874106fa5c625f7475d9969331d4488e9b0c815d87631f03ea,71bc30336717f7f6d5d1bb212f4561bcc453fd2f6111b0c9573358743542b851
278,gpt-5.4-mini-2026-03-17,0,0,0,0,0,eb888779a9d66ce38c60bf3d3cce638dcaa5b94da89fb78ebdb47c423503ddf6,c99bb359e816709765aa3ab4a2a97698d8b2d78b5e5cd676d8980cc73a338871
279,gpt-5.4-mini-2026-03-17,0,0,0,0,0,eb888779a9d66ce38c60bf3d3cce638dcaa5b94da89fb78ebdb47c423503ddf6,ae73b5a4bd423e5f858424668f61031f3321a2fcbdcfd703ebcc25700c5faec9
280,gpt-5.4-mini-2026-03-17,0,0,0,0,0,eb888779a9d66ce38c60bf3d3cce638dcaa5b94da89fb78ebdb47c423503ddf6,426c33cbbfc0e1048112ee3e6d24f28e338d20bfd857db8e69c2218645226391
281,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,4723717d1f1a8501e6bf4af51489ecb4dc244d2cca94c0c01054fc951ac355d5
282,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,5cfb8039ff183b6af0867c4ef95bd96f4e5b26e663931597ac5bfd11696181fe
283,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,230c6a3a9c0f776dcebb42cf805a7a6c0a7e379d77cc14199ab5bb7b1b69a9c7
284,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,26583edf81415578597a34df8b9427ded25908cf3f1d0df48e69543a7115a6fd
285,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,ede2dce2e07118a52286d43e029d6c727ff04d6e08dda54f15e2bd34ac6a906d
286,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,fecefc9836c6a4a124754ff62ba796ce9698334ac47342cd7faf8d91da7e92e1
287,gpt-5.4-mini-2026-03-17,0,2,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,f320d678c5ba0913c61c6b7ab9f32fd652385c681ec097c08326a2975ad4007b
288,gpt-5.4-mini-2026-03-17,8,0,1,0,1,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,0dbbeff8519ab25746d206a9d65fe50e0064e1e34c8d72c42b8bf9cb698bee9c
289,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,1b7839002b818e5c636142952fa0f387bedb86292003c9bbea740d1880837147
290,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,40e6901767c629d23eed2daf48fa75f255cfb92a986aad01a1ab155eaa800d08
291,gpt-5.4-mini-2026-03-17,0,0,0,0,0,76e260ce16c8586f31e822455b3fbe6ae0d70da6e6c52f624ae746bbcd73b8df,6ea39edaea2c2ccf5dc337983669c6360a1a609ff89a2078420be4d36161dc71
292,gpt-5.4-mini-2026-03-17,0,0,0,0,0,d9457e8a590baa37bbdbcb341b2e41a8ab0d616ca21d27a4ff4090d6a099440e,175ad3ff3cf517540ccce704873cc132db61bcc03403e694f53311849e263480
293,gpt-5.4-mini-2026-03-17,0,0,0,0,0,57d857c79470e7a3516acce5e36232d6dbab6b8b11c5edaf8648f42697a5a66b,abe73ce11200c93593f94c512dad8ee91cc698b164c5b335495e2c674b4c321c
294,gpt-5.4-mini-2026-03-17,0,0,0,0,0,57d857c79470e7a3516acce5e36232d6dbab6b8b11c5edaf8648f42697a5a66b,b8ee204242c1400bff59dc760dc8506607277f2fd41249cd76fd661171f34239
296,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5b44345ff57d87a4fc4eae230fa0d7eaf24dbd7c40edc24e65e4a869fc86db84,0ac5467dfbbd168069f256b41402245a39966a2d4b76c05f0b5565c3f7fcf47f
297,gpt-5.4-mini-2026-03-17,0,0,0,0,0,831dc305ced5819eb77b7ab66bd8bd489a5b80802800db303591e02c850a7f88,a352a8d582963e34f5eed90529b36d15f35439a518f958ee5a8817a5f505f5c6
298,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4d93142a5bbda4ec99408e415c8503bb85d2a32fc0c9e00d0874aae637e7b197,fc18aa61097297cb63d91d5db5caff6e4aa07be9ba82f57edb457a72ab3575a5
299,gpt-5.4-mini-2026-03-17,0,0,0,0,0,ab3bca78f43b2751c6dcc45c2cfde619d4c9abbd40a321f1b3224521ee2bf277,74dbb7e19dd31eb8cb91cfeaf29c2f6cbfa213ed75da0f6d0c572704de265782
301,gpt-5.4-mini-2026-03-17,2,2,0,0,0,70f698f19de7643df3dabcb75cb35ebd3d7d0e0bfa58a3f677d795fb947f9071,dee3fcbcbb8109f14df1ca01d1bb228500a623308a12d0b76c0cb9785d1e8cb8
302,gpt-5.4-mini-2026-03-17,0,0,0,0,0,caf0c5b17ab4b9a27482d524fc101cf9cd008a81bba369ef1d50413c893b6cc2,c5f76328eecd0902bd245075221f85531998872fb59b62621c194cef665ffc02
303,gpt-5.4-mini-2026-03-17,0,0,0,0,0,52915c640706dd89e1e85d0091dc3b984e8ec55547d4a167911acaca37a53292,795f2596c0921fd792c4815f4972c106def926413e236c36014722a638bb4dc3
304,gpt-5.4-mini-2026-03-17,0,0,0,0,0,146bee32687abf679d4e254315d4baa18e895c0a4bd786f69b228b733db51543,14e81fd927135731cfa0cf5058129fb54457fce182c55707169ae722f99c58ff
305,gpt-5.4-mini-2026-03-17,0,0,0,0,0,57a71cad22d6b1d81fb55e8732aa269744d39f8c914c04691e302deca25d15d9,a718b0414c2dcbb0d9ad2aeba70ab0e129ad5252e4c14d03f6ef9ad00ab7df3c
306,gpt-5.4-mini-2026-03-17,0,0,0,0,0,a4ec1ea736dc8ffaa0d844edf82be032595dff0c2bc9a682dd5a98139452673a,fcc06e50d419ed578838cd286a977ba35949268572e001becc2fd48930613bed
307,gpt-5.4-mini-2026-03-17,0,0,0,0,0,68d4d81d5fbeb50e64956b90f9a98f67d733e5ea5bb2f81a0b5b768f0fdbde2d,198f2a32a924564c93d3f853eb0b7e754901352ba04abc672a93ae93df92ab97
308,gpt-5.4-mini-2026-03-17,0,0,0,0,0,68d4d81d5fbeb50e64956b90f9a98f67d733e5ea5bb2f81a0b5b768f0fdbde2d,106460a7cab2daf5cb6f0b466e035e713468cb93789d8268867d31bd5257b551
309,gpt-5.4-mini-2026-03-17,0,0,0,0,0,68d4d81d5fbeb50e64956b90f9a98f67d733e5ea5bb2f81a0b5b768f0fdbde2d,11866644957f49231c4e2a17bf165159c30245fa0f1ad3ef78970fcbc3b3eebf
310,gpt-5.4-mini-2026-03-17,0,0,0,0,0,8eb19712a22a114ffc8bc288abdcff6213d4de37c1899675358ff749f99b9b64,153f880ad4dae62d5b91ca08997d806d29b282dd336f06a1a14b73002bb97e38
311,gpt-5.4-mini-2026-03-17,0,0,0,0,0,7e97c8d6f05d1f74b9c77dbbeb61d2a7858baf1094a96ab08a094633efcf10a0,d3ec5a3d065158db58e61fad38f8dc19a246038219d796a1450d862ebaccdbbc
312,gpt-5.4-mini-2026-03-17,0,0,0,0,0,8ad349d5bbd79489e0bc073dd6b8daa00731d76f1d446ef3151771839c59b57e,f3618fc5266802323ac22f37732bd7593ec472320064aa8969cf57712c69c9fa
314,gpt-5.4-mini-2026-03-17,0,0,0,0,0,d78c126b6d09e040ed9f2e93b43884b34b4397721d71361d5722e3a6aa24423f,d1923018ee2833ede341ac6a3dda21b3df039afeef0e59b059234b86becbbfee
315,gpt-5.4-mini-2026-03-17,0,0,0,0,0,dfddaaf737b21c31fe28a808c4c371565559b1b021b52cc08519c893dd3b8f25,4c85f3de00a6964beac90b2a1863a418ea906820bab63b226f5d4de8a936efc8
316,gpt-5.4-mini-2026-03-17,0,0,0,0,0,2901fb543cd5b32e6c6852c7766e7ff22b7d0cf8bfd43d25c3e487e4e6516bd3,3a4141979fa487914da653d4878a327959fac660289e09d14ab06f3470c8c581
318,gpt-5.4-mini-2026-03-17,0,0,0,0,0,dd63f735b00ec822cf4b6f2d6b5af3293d5a4df4652072064d212d72cac30dd1,35d728ffedbaaa8693f642c182924194e7a3cfa4b18f7008163e5c25161b44c7
320,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf183bcee978597499530594d53c7e29ff010dec4aaf6febbf7317de0262c02f,41411647c2c7092d7c7a8faee9f171ef58412f9573b04642ded6777441b7b6e2
321,gpt-5.4-mini-2026-03-17,0,0,0,0,0,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,eafac92fe2dc993bec5c33397d34456e5dc382b5c54a1c62eb4de8461e087c82
322,gpt-5.4-mini-2026-03-17,0,0,0,0,0,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ae2b3d577e3a8fe2d68b1cd001807d9ddbd78b9f9cc729310e0e4720e3def0fb
323,gpt-5.4-mini-2026-03-17,0,0,0,0,0,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,17063eed1801a4b867f993e17696c5d419ea89489067a38de9231e03d7f5e15d
324,gpt-5.4-mini-2026-03-17,0,0,0,0,0,bad8a9d14c3439e1aad496ba01684495cac5e6cfc480e7665d69f65d4c52dc23,ee4dfa6d1f49ebee57a858e309afd4e94e024d24133a08e950d65aeafa96c4ee
325,gpt-5.4-mini-2026-03-17,0,0,0,0,0,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,34e950a37146392869b80cdc46daa02dc03e1530369b200a0436d2ffa01b7ee9
326,gpt-5.4-mini-2026-03-17,0,0,0,0,0,58785766529d7dc65be754e2ba804c1b3f15e16992a4f70f41510f52900395b0,00d6010a327af234a6dab001fa630e2468febb5b099f7099e8d85702156e214b
327,gpt-5.4-mini-2026-03-17,0,0,0,0,0,a7e7a3bb46e0e2c707d6963e97d7bc2e814cd21f7603c0de8bdf431156496b77,56c8b62e6cd29de54e0c589b4714e116588ba16ac01278a72802a5dec4df89fb
329,gpt-5.4-mini-2026-03-17,0,0,0,0,0,630efc57999c2e002344a13d63b74569361d85456a01691e5c20ce74df65a1d1,2121ed9c1f4ed962700142f8a4110a67c1d75b56a265deaaa2ee0263009ec19b
330,gpt-5.4-mini-2026-03-17,0,0,0,0,0,6c695a6198715f4b269aa294235501d01c2974969db7b051e1f10d266ced0f68,439c46821083d849dd684fd70546d647eed474476ddde7dd129cec0b09587ba6
332,gpt-5.4-mini-2026-03-17,0,0,0,0,0,4f21aedb5e91ec0fb90218ff92c828a644953d5d5cad42f840d5782ec006542c,b311f713358d35c60d04502ff9777fb56b40cdfa22949bc5a6fcb503ebf3316d
333,gpt-5.4-mini-2026-03-17,0,0,0,0,0,07814f6370964a3d51af5cf228526afd4913b383e75e4ec00a47fced23408ee6,812e151e2d900893ff372aab2e76267da0c2b92f4d29941f5cf18d0f6f342acb
334,gpt-5.4-mini-2026-03-17,0,0,0,0,0,07814f6370964a3d51af5cf228526afd4913b383e75e4ec00a47fced23408ee6,233b417307a1a80cb598258968be28d64e402090c56702a8291fe3fab403ec37
335,gpt-5.4-mini-2026-03-17,0,0,0,0,0,48cd04b5c60d0f7fce0470e20144115e3db6255e9f3b13652e192e04a6874859,7d320529b06e85d4c02ec1f3c916f5f32d61441d89c3a4250cde1ea0e87b01b0
336,gpt-5.4-mini-2026-03-17,0,0,0,0,0,0f2b4ea7a570e2d0df3b8979e8a43015ae5ac46848c53a4af9bbd369003808a6,2b630f459a7cff384b64e5a5704df6e6e26518db764292391560ff445cf8189e
338,gpt-5.4-mini-2026-03-17,0,0,0,0,0,261becda831fa86703fac8b9c45a97d32b19a89f5a55512c20a42348c664795e,a3e80d99db9ac98f6d0e85a027ab824765188639def9ae6fa69f6166353e3dff
339,gpt-5.4-mini-2026-03-17,0,0,0,0,0,261becda831fa86703fac8b9c45a97d32b19a89f5a55512c20a42348c664795e,6ee2ef72a5ecfebc9771f545e47723bed589e7515153947c25e1b058a240f462
340,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5bc13ba0fa659d62d7ba5b0079b827b08e737b2171092313eeaf34524ea0945a,c283f92a3e0c266e252ce78154ed3eff8631029bf70a192cb55248f42f078bdf
341,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5bc13ba0fa659d62d7ba5b0079b827b08e737b2171092313eeaf34524ea0945a,385e8a060df3c0ca5ea553256926522682dd95aaec91d7eea5329f63a7e49e0a
342,gpt-5.4-mini-2026-03-17,0,0,0,0,0,09026a1b69c70de7da644e7739546389f9028de8e1efe5e04329bae3f535663e,292ff69af6f3c77016282a7bb435a17fc73be536ee7705e2173ba628c6ef5858
343,gpt-5.4-mini-2026-03-17,0,0,0,0,0,09026a1b69c70de7da644e7739546389f9028de8e1efe5e04329bae3f535663e,ed281a75f2df2df46f716a1fde9d021737dab1c2960043cddcbd7c7b2b9269c5
344,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,0f92d1ca34964b020f52457971a8b0bce61588c4c303b5d54c70d08f25e50bf4
345,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,2d606fe96a26b5ef28aa5c0a5885826d1968d7298c171225ad2fc32cc4324b7b
346,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5d4ee279104c60aa8dc93beda7ef4cbdaac462242f3678bb02ff2a73b977b71b,47fa3a58c2d8dcfe8ce8947bcd30d154a2cd5e8d74f1b2e3ff8017ad54a1ecac
347,gpt-5.4-mini-2026-03-17,0,0,0,0,0,97a7459c3a41d183189b8b3013bc74e4915ca062224b54911fe5ce6190f4d5ba,4534387eb3adf8834f63101dd45e927f8d329c27bfd92030aaf640e6bdaf2aa1
349,gpt-5.4-mini-2026-03-17,0,0,0,0,0,baa99bfca393aa3afbd80517c86f6625832826cb62068f869ea277bbfac1ee1d,a5ce26095d7b595070bdb51727fac31006a9cfc8c19de99b3eead749e6421d5b
350,gpt-5.4-mini-2026-03-17,0,0,0,0,0,dc93278cf83ea27a7fd873f18991502f3f9c4e9c3ed59c1b188fc2b3936f6853,afac3c7434548839a1a1b26a6add9414147de4d07e57e74c1495905b63b0d0ca
352,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5c520f96aca0f50b83317e9f8fbea037c2d8dca75f235e7b02192aa555dff33d,34bd00ea7f8b1d28c18f6bcd0465157b50d2924d2b0fcc854d349bed773a7bd5
353,gpt-5.4-mini-2026-03-17,0,0,0,0,0,5c520f96aca0f50b83317e9f8fbea037c2d8dca75f235e7b02192aa555dff33d,e4c5283fb2eac7db669b774b2df3da911ac21caf96497ad301456451bf245ea3
355,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cb9f6328150d9ffe4b8e47fe5d1537eb0bd43364c86e264a09b1c4403177f78e,6f6daa7108d9b26679af30a2d7655df1d19cc56a7b8c9e45a6afa33229cafd80
356,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cb9f6328150d9ffe4b8e47fe5d1537eb0bd43364c86e264a09b1c4403177f78e,8d0accd62d4a42f6da15f4bca5182b9adb54d493ba1350ccf5da9cbfcfaf14fc
357,gpt-5.4-mini-2026-03-17,0,0,0,0,0,969c9a1b9f5c24589bcd5e7907e2bc443bffe2129cb7a179f1eebd3c43e6bd68,3fa181f8f74c949f36bdbca87921e1c01e3b1838a3fd493dc70515c94379c2e4
359,gpt-5.4-mini-2026-03-17,0,0,0,0,0,169eb6750579b31bb59c66dee086e9c04b5dc84a6e187832fa30368f23bc7c16,5cb1056a6bb8de789053f3dd1ea25fcc3a53407cc7d16abd3fbcb9e574a1df43
361,gpt-5.4-mini-2026-03-17,0,0,0,0,0,3378ed9afd19b06dc0a4749b32bfb8acc2c2f8ef24375a17b21b3fa4c78ee045,d055f9bd94709ca312a07b479056d6d97f37c4b71118c77eded437d99832cb2b
362,gpt-5.4-mini-2026-03-17,0,0,0,0,0,3378ed9afd19b06dc0a4749b32bfb8acc2c2f8ef24375a17b21b3fa4c78ee045,7e3eb5a4970a93fb2243e4d5ef80753b384b2ff80d99573761aa017a61fcf257
363,gpt-5.4-mini-2026-03-17,2,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,505059f3e862b466d77a2612902a9fed353cce92e0ef0ab2c1f421e615d8cc7e
364,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,557617e5d1f72d08fd493fd716be35f9285ce8fe0dbcd2412bd5385d9d569607
365,gpt-5.4-mini-2026-03-17,2,2,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,cafd1a1f17d5dc90e0dafc0907fe2f9421e3420b754d7b69356edc598b83ca50
366,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,d828a9103c90a7ed57680aef500bff53c03eb24109d003da6c3c63e510852339
367,gpt-5.4-mini-2026-03-17,2,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,181ca4ed19094c3a75b0d906288007c9608253d91ca75f247ced2ae762d300d7
368,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,95d6e6be9a06b5e6e5f390e20738ccd8fd147edf064ec1b3036e754dfd2387cb
369,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,202c6132b07d526e93ea088949461fd9c4ea99bc922b65c295458d31cc526ac7
370,gpt-5.4-mini-2026-03-17,9,0,1,0,1,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,8f58575ec2badee3d87e85da4c215bc408970355c79cf17c904a99c879a824ec
371,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,e2586937e3184c5797f199adae433b184b9a9de63149aec67935194d82d3d87a
372,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,6d822429f24c5f6a77450ffa61885f0b9a1a62b179549d6701455a95f5fcc19d
373,gpt-5.4-mini-2026-03-17,0,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,b1826965577e6af2069d17157e681afcce3fe1becc19d50f9bbbf6562828e142
374,gpt-5.4-mini-2026-03-17,8,0,1,0,1,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,02323e750c55a17c685f55b9efa6372265ef2922974aba7df0757212d8667519
375,gpt-5.4-mini-2026-03-17,2,0,0,0,0,cf22eb18d9ce84f7bf133b7d69c15d4de62af04ba9ace29437f53059d3c3e8ba,8dd0db095daa1936f7f205fe4a402e8dae98c0dd33b8740fd0979a144bee59c9
376,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,71e3b8e497cb9c6462a21cf5a092cbe00ceaf13ceb27725fe2ab8baf6e291fa6
377,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,68f8cc6e8250b2e1e86090d01b3ce073c358df740d64e895aa13c4f1d220d92b
378,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,97e1e075e52dc4473b4be2ba63247972711975b340c57b3d3dac6d6eecf00afe
379,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1d0eb9b8f7005b9f557dd0580b56dde3242f25faea3a7b024e9609bdbcde36b1,3386512c974a1ab38ee0a8ee9c1afc6e9b34e64b3987f7350165d2a16f2715c5
380,gpt-5.4-mini-2026-03-17,0,0,0,0,0,829411477ec4ceceb5cbf77766aef8be75ce94553462feabcdca8a6e8df87323,f680d334670ea9c30e1f43d217ddd5af8caf30114f3db8074011c4db38af2453
381,gpt-5.4-mini-2026-03-17,0,0,0,0,0,74f82eab372dd1f0f703aa4565cb91e392cd1afabdda093faad6d0f9af7aaf34,1bf6fa3ccb6be1dcfbd35bbc43cc056464ae651acf3f3e99349a77d42f12ec59
382,gpt-5.4-mini-2026-03-17,0,0,0,0,0,74f82eab372dd1f0f703aa4565cb91e392cd1afabdda093faad6d0f9af7aaf34,290ba92b439354d9ced08f5d50c3dce459eea9e1f690732244977d659ebedfd3
383,gpt-5.4-mini-2026-03-17,0,0,0,0,0,74f82eab372dd1f0f703aa4565cb91e392cd1afabdda093faad6d0f9af7aaf34,a11a45dfa4a07e664edaa111931c6d919c4efed2ef5fc7abd9adc88da2cfc348
384,gpt-5.4-mini-2026-03-17,0,0,0,0,0,74f82eab372dd1f0f703aa4565cb91e392cd1afabdda093faad6d0f9af7aaf34,3143b13906a10340dbbde4fc0fd4b75a0580275486f1f3e1a378305405a78915
385,gpt-5.4-mini-2026-03-17,0,0,0,0,0,68eb521d60765a04b5a4691f2f1e8613ca887d338ab39575ce1a6672aaedbe4e,a097d97290115221404c1e358f3d3f61573147e5e91179ee6ed1599ea4ee5d35
386,gpt-5.4-mini-2026-03-17,0,0,0,0,0,1c433e9a28aa20c4b426f6dd7e9d9eefda1f6ad88799389f880b94ac5ee33090,fb5f37ae5c938dd8b42c5ab4aaaf0da1faa266e29fc513ba882dee713d1bfe8a
387,gpt-5.4-mini-2026-03-17,0,0,0,0,0,47c4a7e0f34eea053b38237b8ae1ca82767d2d3aaa2b879db9e44a758c89c2af,cf0dfc15c7120ede3de8e291037ef5210bd9addc36bc269479a2c04326ce6a0b
388,gpt-5.4-mini-2026-03-17,0,0,0,0,0,8f2e174ce98920b43ec39ab44257a4fb35fb9d1b570930a2e52da388274d6b32,67e97ebe3fd4caad1161910d7884e5beb737b5649500f28d0492cbbefbc637a3
390,gpt-5.4-mini-2026-03-17,0,0,0,0,0,40b9bbba30aecd91a8c1269fd822635caea6fd72860fa79718b296771fb186f1,33520eb141b8ee9a856601d4fa5eff5cddad59e810e1a523ca7fea09f87589e5
393,gpt-5.4-mini-2026-03-17,0,0,0,0,0,03c6f05950e891a23161fa6bef5adf31b14fc514fab1e52aa8b089b491df2155,bee9c7f46daf3bbf3a5d430ceb94601a78e1797dc4158d523c5517d567904594
394,gpt-5.4-mini-2026-03-17,0,0,0,0,0,03c6f05950e891a23161fa6bef5adf31b14fc514fab1e52aa8b089b491df2155,f4559d033d2963fc518f982f49dd5ad568218c3cffaf1f4b27acac51ffe57d18
395,gpt-5.4-mini-2026-03-17,0,0,0,0,0,e16da6f9f9a337253bebdc455d23f3c705fb7313ab4c9bb08ca32d265a9a8b95,d3f13330da9a927ccd8e6adedfee5805d459c42921a2a2a3e248942b9290789c
398,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,f67125b74a25c996da7ff40c76f64eab20ff5e6eee42298fdf9b33332b2c9421
399,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,889b68a1ed7bb1c31096706f1eaddaf56cfd47b541082dc0c21a2ec73da34298
400,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,46cb974f7b58c2e2a4dd1aeeefbc5f77d084eed5c183a7ba7b5009f4ad97cd92
401,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d2ed06d82cb8e9c1cf2e5601024fd87a5ebceed585bd4ab6b79b5f55ec569a62
402,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,ea4b943af831642a0b641d2c50e9813eb92dd97e4a32ce260f1cb748a0111b09
403,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,2608e9eb00579767ecb1652356194bbf744e7fb22a9a148a71c120e413e8750f
404,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d9582fc2419a01fc73e04a27d79f37b38a96fa05ad6faf3c8ddfa38fa9a351e3
405,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,0b582c27cb7b661e8836e55ee450c520875c0ef361760e53a838b3c03dcc1701
406,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,9a788f015ab6122fd4bca746cc79851b32e93afb28fb5796af201a27c29b3a03
407,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,e0e71f8afa96d57ab0df39d5bbcc5298941406c821955564e2cdcc09707f13ea
408,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,376fba3ba7eb0a812b05b6b0c88c18b40af01dfb0a69c3ba57c0dd91baddc0b3
409,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,0f907743e056b630586f7e91f1c6a01665f7ff91e9b1a193c7cd745b37fbc08f
410,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,c6bb4111941f1dab8d30fe0dfcd29e1395aabb307c30cae38cb34d71f8eb77ab
411,gpt-5.4-mini-2026-03-17,0,0,0,0,0,22175d82e5c3743380894cbeeab108ac9ea8c1607877c39c55b23c53aa64ff22,d38d3bcc445ea4d89beaf91ca960f59a91d442f665ccbe9d135d1d09a48e7ff6
